SMILES	MW	TPSA	AROM	HBA	HBD	ROTB	LOGP	RING
Cc1ncc(n1CC(O)CN1CCOCC1)[N+]([O-])=O	270.28899999999993	93.66	1	7	1	5	-0.20717999999999992	2
FC(F)(F)c1cccc(Nc2ncccc2C(=O)OCCN2CCOCC2)c1	395.3810000000003	63.69	2	6	1	6	3.333000000000001	3
NC(=N)NC(=N)N1CCOCC1	171.20399999999998	98.22		3	4		-1.2635599999999996	1
NC(=N)NC(=N)N1CCOCC1	171.20399999999998	98.22		3	4		-1.2635599999999996	1
CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1	421.9000000000002	76.82	2	5	2	7	3.0908000000000015	3
CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1	421.9000000000002	76.82	2	5	2	7	3.0908000000000015	3
CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc12	373.4600000000001	78.94	3	5	3	5	4.044100000000002	4
CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc12	373.4600000000001	78.94	3	5	3	5	4.044100000000002	4
CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc12	373.4600000000001	78.94	3	5	3	5	4.044100000000002	4
CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc12	373.4600000000001	78.94	3	5	3	5	4.044100000000002	4
CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc12	373.4600000000001	78.94	3	5	3	5	4.044100000000002	4
CCCN(CCC)C(=O)C1=Cc2ccc(cc2N=C(N)C1)-c1ccc(cc1)C(=O)N1CCCC1	458.60600000000034	78.99999999999999	2	4	1	7	5.014000000000005	4
CO[C@]1(NC(=O)[C@H](C(O)=O)c2ccc(O)cc2)[C@H]2OCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O	520.4800000000002	206.29999999999998	2	12	4	9	-1.1276999999999993	4
CO[C@]1(NC(=O)C(C(O)=O)c2ccc(O)cc2)[C@H]2OCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O	520.4800000000002	206.29999999999998	2	12	4	9	-1.1276999999999993	4
CO[C@]1(NC(=O)[C@H](C(O)=O)c2ccc(O)cc2)[C@H]2OCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O	520.4800000000002	206.29999999999998	2	12	4	9	-1.1276999999999993	4
CO[C@]1(NC(=O)[C@H](C(O)=O)c2ccc(O)cc2)[C@H]2OCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O	520.4800000000002	206.29999999999998	2	12	4	9	-1.1276999999999993	4
CCc1cc2cc(OC)c(OC)cc2c(Cc2ccccc2)n1	307.393	31.35	3	3		5	4.405200000000003	3
CO\N=C1\C[C@]2(C[C@@H]3C[C@@H](C\C=C(C)\C[C@@H](C)\C=C\C=C4/CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@@H]([C@H]1C)C(\C)=C\C(C)C	639.8300000000002	116.04000000000002		9	2	3	5.7289000000000065	5
COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1	401.4380000000002	83.79999999999998	2	6	2	4	2.3705000000000007	5
COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1	401.4380000000002	83.79999999999998	2	6	2	4	2.3705000000000007	5
CC(C)c1cc(OC(C)=O)c(C)cc1OCCN(C)C	279.38	38.77	1	4		6	2.9841200000000017	1
COc1nc(C)nc(Cl)c1NC1=NCCN1	241.68200000000002	71.43	1	6	2	2	0.8181199999999997	2
COc1nc(C)nc(Cl)c1NC1=NCCN1	241.68200000000002	71.43	1	6	2	2	0.8181199999999997	2
COc1nc(C)nc(Cl)c1NC1=NCCN1	241.68200000000002	71.43	1	6	2	2	0.8181199999999997	2
CN(C)C1CCCN(C(=O)c2ccc(NC(=O)c3ccccc3C)cc2)c2ccccc12	427.5480000000002	52.65	3	3	1	4	5.290620000000005	4
Cc1cccc(n1)C#Cc1ccccc1	193.24900000000002	12.89	2	1			2.7898200000000015	2
Cc1cccc(n1)C#Cc1ccccc1	193.24900000000002	12.89	2	1			2.7898200000000015	2
Cc1cccc(n1)C#Cc1ccccc1	193.24900000000002	12.89	2	1			2.7898200000000015	2
Cc1cc(ccc1Nc1nc(NC2CCCCC2)c2[nH]cnc2n1)N1CCOCC1	407.52200000000016	90.99	3	7	3	5	3.9861200000000014	5
Cc1cc(ccc1Nc1nc(NC2CCCCC2)c2[nH]cnc2n1)N1CCOCC1	407.52200000000016	90.99	3	7	3	5	3.9861200000000014	5
Cc1cc(ccc1Nc1nc(NC2CCCCC2)c2[nH]cnc2n1)N1CCOCC1	407.52200000000016	90.99	3	7	3	5	3.9861200000000014	5
Cc1cc(ccc1Nc1nc(NC2CCCCC2)c2[nH]cnc2n1)N1CCOCC1	407.52200000000016	90.99	3	7	3	5	3.9861200000000014	5
CC(C)CNc1nc(cn2c(cnc12)-c1ccc(cc1)C(=O)NC1CC1)-c1cccc2ncccc12	476.58400000000023	84.21	5	6	2	7	5.5716000000000045	6
COc1cc(ccc1Nc1cc(Nc2ccccc2S(=O)(=O)C(C)C)c2cc[nH]c2n1)N1CCC(O)CC1	535.6700000000002	119.58	4	8	4	8	5.201900000000005	5
COc1cc(ccc1Nc1nc2ccc(cn2n1)-c1ccc(NC(=O)[C@H](C)c2ccc(F)cc2)cc1)S(C)(=O)=O	559.6230000000002	114.69	5	8	2	8	5.4333000000000045	5
O=C(NCCCN1CCCCCC1)C(C1CCCCC1)c1ccccc1	356.5540000000001	32.34	1	2	1	7	4.732800000000005	3
OCCc1ccc(OCCn2ccnc2)cc1	232.28300000000002	47.28	2	4	1	6	1.4969000000000001	2
Cc1cc(no1)-c1nncc2c(c(OCc3ncnn3C)nn12)C(C)(C)C	368.4010000000001	109.05	4	10		4	2.0927199999999995	4
Cc1cc(no1)-c1nncc2c(c(OCc3ncnn3C)nn12)C(C)(C)C	368.4010000000001	109.05	4	10		4	2.0927199999999995	4
Cn1ncnc1COc1nn2c(nnc2cc1C1CCC1)-c1c(F)cccc1F	397.3890000000002	83.02	4	8		5	3.044500000000001	5
Cn1ncnc1COc1nn2c(nnc2cc1C1CCC1)-c1c(F)cccc1F	397.3890000000002	83.02	4	8		5	3.044500000000001	5
Fc1ccc(F)c(c1)[C@]1(CC[C@@H](CC1)NS(=O)(=O)C(F)(F)F)S(=O)(=O)c1ccc(Cl)cc1	517.9250000000002	80.31	2	4	1	5	4.669200000000004	3
Clc1ccc2nc(NC(=O)Cc3ccccc3)n3nc(nc3c2c1)-c1ccco1	403.8290000000001	85.32000000000001	5	6	1	4	4.372100000000002	5
Clc1ccc2nc(NC(=O)Cc3ccccc3)n3nc(nc3c2c1)-c1ccco1	403.8290000000001	85.32000000000001	5	6	1	4	4.372100000000002	5
C1CCC(CC1)Nc1nc(Oc2ccccc2)nc2[nH]cnc12.C1CCC(CC1)Nc1nc(Oc2ccccc2)nc2[nH]cnc12	618.7460000000002	151.44	6	10	4	8	7.7796000000000065	8
CCOC(=O)C1=C(C)NC(c2ccccc2)=C(C1C#Cc1ccccc1)C(=O)OCc1ccc(cc1)[N+]([O-])=O	522.5570000000002	107.77000000000001	3	7	1	7	5.157500000000005	4
CCOC(=O)C1=C(C)N(CC#C)C(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC	398.41500000000013	98.98	1	7		6	2.9113000000000016	2
S=C=Nc1cccc(NC(=S)NCCCCNC(=S)Nc2cccc(c2)N=C=S)c1	472.69000000000005	72.84	2	6	4	9	5.208400000000003	2
S=C=Nc1cccc(NC(=S)NCCCCNC(=S)Nc2cccc(c2)N=C=S)c1	472.69000000000005	72.84	2	6	4	9	5.208400000000003	2
C1CCC(CC1)Nc1nc(Oc2ccccc2)nc2[nH]cnc12	309.37300000000005	75.72	3	5	2	4	3.889800000000001	4
C(Nc1ncccn1)c1ccc(CNc2ncccn2)cc1	292.346	75.62	3	6	2	6	2.4908	3
CC(N)(C(O)=O)c1ccc(cc1)-c1nnn[nH]1	233.231	117.78	2	5	3	3	0.1251999999999998	2
FC(F)(F)c1ccc(\C=C\c2nc(COc3ccc(CCCCn4ccnn4)cc3)co2)cc1	468.47900000000027	65.97	4	6		10	6.057200000000006	4
FC(F)(F)c1ccc(\C=C\c2nc(COc3ccc(CCCCn4ccnn4)cc3)co2)cc1	468.47900000000027	65.97	4	6		10	6.057200000000006	4
FC(F)(F)c1ccc(\C=C\c2nc(COc3ccc(CCCCn4ccnn4)cc3)co2)cc1	468.47900000000027	65.97	4	6		10	6.057200000000006	4
C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O	500.6290000000004	146.05		8	4	16	2.5925	2
C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O	500.6290000000004	146.05		8	4	16	2.5925	2
C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O	500.6290000000004	146.05		8	4	16	2.5925	2
NCc1cc(O)no1	114.10399999999998	72.28	1	4	2	1	-0.16110000000000008	1
CCc1cc(O)c(Oc2ccc(cc2F)C(N)=O)cc1F	293.26899999999995	72.55000000000001	2	3	2	4	3.1240000000000006	2
Clc1cccc(Nc2nnc(-c3ccccc3)c3ccccc23)c1	331.80600000000004	37.81	4	3	1	3	5.693800000000003	4
Clc1cccc(Nc2nnc(-c3ccccc3)c3ccccc23)c1	331.80600000000004	37.81	4	3	1	3	5.693800000000003	4
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(=O)OCCN1CCOCC1	433.5010000000004	94.53000000000002	1	8	1	9	2.524020000000001	3
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(=O)OCCN1CCOCC1	433.5010000000004	94.53000000000002	1	8	1	9	2.524020000000001	3
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(=O)OCCN1CCOCC1	433.5010000000004	94.53000000000002	1	8	1	9	2.524020000000001	3
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(O)=O	320.34100000000007	93.06	1	5	2	6	2.73322	2
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(O)=O	320.34100000000007	93.06	1	5	2	6	2.73322	2
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(O)=O	320.34100000000007	93.06	1	5	2	6	2.73322	2
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(O)=O	320.34100000000007	93.06	1	5	2	6	2.73322	2
Oc1cc(O)c2c(c1)oc(-c1cc(O)c(O)c(O)c1)c(O)c2=O	318.237	151.59	3	8	6	1	1.6935999999999998	3
Oc1cc(O)c2c(c1)oc(-c1cc(O)c(O)c(O)c1)c(O)c2=O	318.237	151.59	3	8	6	1	1.6935999999999998	3
C[C@@H]1O[C@@H](Oc2c(oc3cc(O)cc(O)c3c2=O)-c2cc(O)c(O)c(O)c2)[C@@H](O)[C@H](O)[C@H]1O	464.37900000000013	210.50999999999996	3	12	8	3	0.1942999999999998	4
CCCCCCCCCCCCCCOC(=O)c1cccnc1	319.4889999999999	39.19	1	3		14	5.939500000000006	1
Clc1ccccc1NC(=S)NNC(=S)NNC(=C)c1ccccn1	378.9140000000001	73.03999999999999	2	4	5	4	2.5759999999999996	2
Ic1ccc(cc1)C(=O)NCCN1CCCCC1	358.2230000000003	32.34	1	2	1	4	2.506900000000001	2
CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO	221.209	127.09000000000002		6	5	6	-3.234999999999999	
CC(=O)NC(Cc1ccc(O)cc1)C(O)=O	223.22799999999998	86.63	1	3	3	4	0.5239999999999998	1
CC(=O)NCCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O	268.273	124.18	1	4	4	7	-0.9521999999999988	1
CC(=O)NCC(=O)N[C@H](CCC(O)=O)C(O)=O	246.21899999999997	132.8		4	4	7	-1.443299999999998	
CC(=O)NCC(=O)N[C@H](CCC(O)=O)C(O)=O	246.21899999999997	132.8		4	4	7	-1.443299999999998	
CC(=O)NC1[C@@H](O)OC(CO)[C@@H](O)[C@H]1O	221.209	119.25000000000001		6	5	2	-3.077599999999999	1
CC(=O)NCCc1c[nH]c2ccccc12	202.257	44.89	2	1	2	3	1.8465	2
CC(=O)NCCc1c[nH]c2ccccc12	202.257	44.89	2	1	2	3	1.8465	2
CNCCc1cnc[nH]1	125.17499999999998	40.71	1	2	2	3	0.1715999999999998	1
Oc1ccc2CC3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)c1c(C[C@@]35O)c2ccccc2n1Cc1ccccc1	504.6300000000003	57.86000000000001	4	5	2	4	5.094300000000005	9
N#CN1CCCC1	96.13300000000001	27.03		2			0.56328	1
Cc1cc(=O)n([nH]1)-c1ccccc1	174.20300000000003	37.79	2	2	1	1	1.4740199999999999	2
ONC(=O)c1cccnc1	138.126	62.22	1	3	2	1	0.20059999999999995	1
C[C@@H]([C@H](O)c1ccccc1)N(C)C	179.26299999999998	23.47	1	2	1	3	1.6701	1
CNC=O	59.068000000000005	29.1		1	1	1	-0.6378000000000001	
CC[N+](C)(CC)CC(=O)Nc1c(C)cccc1C	249.37800000000001	29.1	1	1	1	5	2.728340000000001	1
CN1CCCC1=O	99.133	20.310000000000002		1			0.23859999999999992	1
CN1CCN(CC1)c1ccc2ccccc2n1	227.311	19.37	2	3		1	1.9865999999999997	3
CN([C@H](CN1CCCC1)c1ccccc1)C(=O)Cc1ccccc1	322.45200000000006	23.55	2	2		6	3.524600000000003	3
C1CN(CCO1)Sc1nc2ccccc2s1	252.364	25.36	2	5		2	2.635600000000001	3
Oc1ccc(NC(=O)c2ccccc2O)cc1	229.23500000000004	69.56	2	3	3	2	2.3501000000000003	2
NC(=O)CNCCC(c1ccccc1)c1ccccc1	268.36	55.120000000000005	2	2	2	7	2.2835	2
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(NC3CCCC3)ncnc12	335.3640000000001	125.55	2	9	4	4	-0.20770000000000066	4
CNc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	281.272	125.55000000000001	2	9	4	3	-1.5205	3
Cc1cc(ccc1-n1c(CCC(O)=O)ccc1-c1ccc(cc1)-n1ccnc1)C(N)=O	414.4650000000001	103.14000000000001	4	5	2	7	3.754520000000001	4
Cc1ccc(C)c(c1)-n1cnc2cc(ccc12)C(=O)NCc1ccccc1Cl	389.8860000000001	46.92	4	3	1	4	5.225740000000004	4
COc1ccc2cc(CCC(C)=O)ccc2c1	228.29099999999997	26.3	2	2		4	3.370000000000002	2
COc1ccc2cc(CCC(C)=O)ccc2c1	228.29099999999997	26.3	2	2		4	3.370000000000002	2
NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	664.438	318.26000000000005	3	17	8	11	-3.015899999999998	5
CC1CCc2c(N3CCC(O)CC3)c(F)cc3c2n1cc(C(O)=O)c3=O	360.3850000000001	82.76999999999998	2	5	2	2	2.3071	4
CC1CCc2c(N3CCC(O)CC3)c(F)cc3c2n1cc(C(O)=O)c3=O	360.3850000000001	82.76999999999998	2	5	2	2	2.3071	4
CC(C)(C)NCC(O)COc1cccc2C[C@@H](O)[C@@H](O)Cc12	309.40600000000006	81.95	1	5	4	5	0.6347999999999998	2
CC(C)(C)NCC(O)COc1cccc2C[C@@H](O)[C@@H](O)Cc12	309.40600000000006	81.95	1	5	4	5	0.6347999999999998	2
NC1CCCCC1.NC1CCCCC1.NC1CCCCC1.NC1CCCCC1.NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](OP(O)(O)=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	1142.1330000000012	468.23	2	23	13	13	2.541800000000008	9
NC1CCCCC1.NC1CCCCC1.NC1CCCCC1.NC1CCCCC1.NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](OP(O)(O)=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	1142.1330000000012	468.23	2	23	13	13	2.541800000000008	9
CCCCN1CCCC1CNC(=O)c1cc(C#N)c2ccccc2c1OC	365.4770000000001	65.36	2	4	1	7	3.714380000000002	3
NC(=N)Nc1ccc(cc1)C(=O)Oc1ccc2cc(ccc2c1)C(N)=N	347.37800000000004	138.07	3	4	5	4	2.64844	3
NC(=N)Nc1ccc(cc1)C(=O)Oc1ccc2cc(ccc2c1)C(N)=N	347.37800000000004	138.07	3	4	5	4	2.64844	3
NC(=N)Nc1ccc(cc1)C(=O)Oc1ccc2cc(ccc2c1)C(N)=N	347.37800000000004	138.07	3	4	5	4	2.64844	3
CCOc1ccc2ccccc2c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O	414.4830000000002	95.94	2	5	2	5	2.4837999999999996	4
CCOc1ccc2ccccc2c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O	414.4830000000002	95.94	2	5	2	5	2.4837999999999996	4
CCOc1ccc2ccccc2c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O	414.4830000000002	95.94	2	5	2	5	2.4837999999999996	4
CCN(CC)CCOC(=O)C(CC1CCCO1)Cc1cccc2ccccc12	383.53200000000004	38.769999999999996	2	4		10	4.452600000000004	3
CN(C\C=C\c1ccccc1)Cc1cccc2ccccc12	287.406	3.24	3	1		5	4.985000000000004	3
CN(C\C=C\c1ccccc1)Cc1cccc2ccccc12	287.406	3.24	3	1		5	4.985000000000004	3
COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1	392.4990000000001	45.17	3	5	1	7	3.410300000000002	4
COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1	392.4990000000001	45.17	3	5	1	7	3.410300000000002	4
COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1	392.4990000000001	45.17	3	5	1	7	3.410300000000002	4
COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1	392.4990000000001	45.17	3	5	1	7	3.410300000000002	4
COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1	392.4990000000001	45.17	3	5	1	7	3.410300000000002	4
COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1	392.4990000000001	45.17	3	5	1	7	3.410300000000002	4
COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1	392.4990000000001	45.17	3	5	1	7	3.410300000000002	4
O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC1CCC1)c45	357.4500000000002	73.16	1	5	3	2	1.7073000000000003	6
O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC1CCC1)c45	357.4500000000002	73.16	1	5	3	2	1.7073000000000003	6
CN([C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC1CC1)c45)C(=O)\C=C\c1ccoc1	476.5730000000004	86.38000000000001	2	6	2	5	3.0897000000000014	7
CCn1cc(C(O)=O)c(=O)c2ccc(C)nc12	232.23899999999998	72.19	2	4	1	2	1.4230200000000002	2
CCn1cc(C(O)=O)c(=O)c2ccc(C)nc12	232.23899999999998	72.19	2	4	1	2	1.4230200000000002	2
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)C(=C)CC[C@@]35O	339.4350000000002	52.93000000000001	1	4	2	2	2.5125000000000015	6
Oc1ccc2CC3N(CC4CC4)CCC45C(Oc1c24)C(=C)CCC35O	339.4350000000002	52.93000000000001	1	4	2	2	2.5125000000000015	6
COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC=C)c45	651.794	126.77000000000002	1	12	2	24	1.8635000000000037	5
Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O	327.3800000000001	70.0	1	5	2	2	1.3014	5
Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O	327.3800000000001	70.0	1	5	2	2	1.3014	5
Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O	327.3800000000001	70.0	1	5	2	2	1.3014	5
Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O	327.3800000000001	70.0	1	5	2	2	1.3014	5
Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)\C(CC[C@@]35O)=N\NC(=O)c1ccccc1	445.5190000000002	94.39000000000001	2	6	3	4	2.518300000000001	6
Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)\C(CC[C@@]35O)=N\NC(=O)c1ccccc1	445.5190000000002	94.39000000000001	2	6	3	4	2.518300000000001	6
Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)\C(CC[C@@]35O)=N\NC(=O)c1ccccc1	445.5190000000002	94.39000000000001	2	6	3	4	2.518300000000001	6
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O	341.40700000000015	70.0	1	5	2	2	1.5253999999999999	6
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O	341.40700000000015	70.0	1	5	2	2	1.5253999999999999	6
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O	341.40700000000015	70.0	1	5	2	2	1.5253999999999999	6
Oc1ccc2CC3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)c1oc2ccccc2c1C[C@@]35O	415.4890000000002	66.07000000000001	3	5	2	2	3.8375000000000035	8
Oc1ccc2CC3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)c1oc2ccccc2c1C[C@@]35O	415.4890000000002	66.07000000000001	3	5	2	2	3.8375000000000035	8
Oc1ccc2CC3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)c1[nH]c2ccccc2c1C[C@@]35O	414.50500000000017	68.72	3	4	3	2	3.5726000000000027	8
Oc1ccc2CC3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)c1[nH]c2ccccc2c1C[C@@]35O	414.50500000000017	68.72	3	4	3	2	3.5726000000000027	8
CC(C)(O)CS(=O)(=O)Nc1ccc2CN(CCc2c1)C(=O)COc1cccnc1	419.5030000000002	108.82999999999998	2	6	2	7	1.5578999999999994	3
COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1	393.48700000000014	53.09	2	5		7	2.893600000000001	4
CO[C@H]1CCC(O[C@H]2CC(O[C@]3(O[C@H](C[C@@H]3C)C3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)[C@@H]2C)[C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@H](O3)[C@@H](C)\C=C(/C)C(=O)[C@H](C)C[C@H](C)C(O)=O)O2)O[C@@H]1C	867.1270000000004	188.89999999999998		13	4	13	6.149600000000006	6
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2O	274.40399999999994	37.3		2	1		3.4891000000000028	4
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2O	274.40399999999994	37.3		2	1		3.4891000000000028	4
CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C	428.6570000000003	43.370000000000005		3		9	7.180700000000009	4
CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C	428.6570000000003	43.370000000000005		3		9	7.180700000000009	4
CC(=O)c1cc2c(o1)C(=O)c1ccccc1C2=O	240.21399999999997	64.35	2	4		1	2.2576	3
CC(=O)c1cc2c(o1)C(=O)c1ccccc1C2=O	240.21399999999997	64.35	2	4		1	2.2576	3
C(C1=NCCN1)c1cccc2ccccc12	210.28	24.39	2	2	1	2	2.3840000000000003	3
C(C1=NCCN1)c1cccc2ccccc12	210.28	24.39	2	2	1	2	2.3840000000000003	3
CC(C)(C)NCc1cc(Nc2ccnc3cc(Cl)ccc23)c2CCCCc2c1O	409.9610000000003	57.18000000000001	3	4	3	4	6.104300000000005	4
CC(C)(C)NCc1cc(Nc2ccnc3cc(Cl)ccc23)c2CCCCc2c1O	409.9610000000003	57.18000000000001	3	4	3	4	6.104300000000005	4
CC(C)(C)NCc1cc(Nc2ccnc3cc(Cl)ccc23)c2CCCCc2c1O	409.9610000000003	57.18000000000001	3	4	3	4	6.104300000000005	4
Cn1cc(cc1C(O)=O)C(=O)c1cccc2ccccc12	279.295	59.300000000000004	3	3	1	3	3.107500000000001	3
COc1ccc2cc(ccc2c1)[C@H](C)C(O)=O	230.26299999999998	46.53	2	2	1	3	3.036500000000001	2
COc1ccc2cc(ccc2c1)[C@H](C)C(O)=O	230.26299999999998	46.53	2	2	1	3	3.036500000000001	2
COc1ccc2cc(ccc2c1)[C@H](C)C(O)=O	230.26299999999998	46.53	2	2	1	3	3.036500000000001	2
COc1ccc2cc(ccc2c1)[C@H](C)C(O)=O	230.26299999999998	46.53	2	2	1	3	3.036500000000001	2
CC[C@H]([C@@H]1O[C@@H]([C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)[C@H]2O[C@@]3(O[C@@]4(CC[C@](C)(O4)C4CC[C@](O)(CC)[C@H](C)O4)[C@H](O)C=C3)[C@H](C)C[C@@H]2C)[C@@H](C)C[C@H]1C)C(O)=O	765.0380000000004	161.21		10	4	12	6.434000000000006	5
CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1	335.4730000000001	65.2	2	3	2	5	2.0687999999999995	3
CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1	335.4730000000001	65.2	2	3	2	5	2.0687999999999995	3
Oc1ccc(cc1)[C@@H]1CC(=O)c2c(O)cc(O)cc2O1	272.25600000000003	86.99000000000001	2	5	3	1	2.509900000000001	3
OC(=O)\C=C\c1ccc(O)cc1	164.16	57.53	1	2	2	2	1.49	1
OC(=O)\C=C\c1ccc(O)cc1	164.16	57.53	1	2	2	2	1.49	1
C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2Oc2cc(O)c3C(=O)C[C@H](Oc3c2)c2ccc(O)cc2)[C@H](O)[C@H](O)[C@H]1O	580.5390000000004	225.05999999999997	2	14	8	6	-1.1652000000000018	5
