SMILES	MW	TPSA	AROM	HBA	HBD	ROTB	LOGP	RING
[O-][N+](=O)c1cc(NC(=S)NC(NC(=O)C(c2ccccc2)c2ccccc2)C(Cl)(Cl)Cl)ccc1F	555.8460000000001	96.30000000000001	3	4	3	7	5.664900000000003	3
COc1cc2CC(=O)N([C@@H](c3ccc(Cl)cc3)c2cc1OC(C)C)c1ccc(cc1)N(C)C[C@H]1CC[C@@H](CC1)N1CCN(C)C(=O)C1	659.271	65.56	3	6		9	6.583500000000008	6
COc1cc2CC(=O)N([C@@H](c3ccc(Cl)cc3)c2cc1OC(C)C)c1ccc(cc1)N(C)C[C@H]1CC[C@@H](CC1)N1CCN(C)C(=O)C1	659.271	65.56	3	6		9	6.583500000000008	6
CC(C)(C)NCC(O)COc1cccc2[nH]c(O)nc12	279.34000000000003	90.39999999999999	2	5	4	5	1.3962999999999999	2
CC(C)(Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)C=O	290.447	37.3	1	2	1	3	4.754800000000004	1
Cn1cc(nc1-c1ccc(OCC(O)CNCCOc2ccc(O)c(c2)C(N)=O)cc1)C(F)(F)F	494.47000000000014	131.86	3	8	4	11	2.3186999999999998	3
Clc1ccc2NC(=O)CSC(c3ccccc3Cl)c2c1	324.232	29.1	2	2	1	1	4.768100000000002	3
Clc1ccc2NC(=O)CSC(c3ccccc3Cl)c2c1	324.232	29.1	2	2	1	1	4.768100000000002	3
C\C(CP(O)(O)=O)=C/C(N)C(O)=O	209.13799999999998	120.85		3	4	4	-0.4777000000000003	
C\C(CP(O)(O)=O)=C/C(N)C(O)=O	209.13799999999998	120.85		3	4	4	-0.4777000000000003	
O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc12	329.35900000000004	70.23	3	4	3	4	4.057400000000001	4
O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc12	329.35900000000004	70.23	3	4	3	4	4.057400000000001	4
Fc1ccc(Nc2cc3C(=O)NC(=O)c3cc2Nc2ccc(F)cc2)cc1	365.33900000000006	70.23	3	4	3	4	4.335600000000001	4
Fc1ccc(Nc2cc3C(=O)NC(=O)c3cc2Nc2ccc(F)cc2)cc1	365.33900000000006	70.23	3	4	3	4	4.335600000000001	4
C[C@H](NC[C@H](O)CP(O)(=O)CC1CCCCC1)c1ccc(Cl)c(Cl)c1	408.30600000000004	69.56	1	3	3	8	4.855600000000004	2
C[C@H](NC[C@H](O)CP(O)(=O)CC1CCCCC1)c1ccc(Cl)c(Cl)c1	408.30600000000004	69.56	1	3	3	8	4.855600000000004	2
C[C@H](NC[C@H](O)CP(O)(=O)Cc1ccccc1)c1ccc(Cl)c(Cl)c1	402.25800000000015	69.56	2	3	3	8	4.475500000000004	2
C[C@H](NC[C@H](O)CP(O)(=O)Cc1ccccc1)c1ccc(Cl)c(Cl)c1	402.25800000000015	69.56	2	3	3	8	4.475500000000004	2
Nc1ncnc2[nH]nc(Nc3ccc(F)cc3)c12	244.233	92.51	3	5	3	2	1.8177999999999999	3
Nc1ncnc2[nH]nc(Nc3ccc(F)cc3)c12	244.233	92.51	3	5	3	2	1.8177999999999999	3
Nc1ncnc2[nH]nc(Nc3ccc(F)cc3)c12	244.233	92.51	3	5	3	2	1.8177999999999999	3
OCCCNc1cc(ccn1)-c1ccnc(Nc2cccc(Cl)c2)n1	355.829	82.96	3	6	3	7	3.7299000000000015	3
Nc1nc(NC[C@H]2CC[C@H](CNS(=O)(=O)c3cccc4ccccc34)CC2)nc2ccccc12	475.6180000000002	109.99999999999999	4	6	3	7	4.562000000000004	5
Nc1nc(NC[C@H]2CC[C@H](CNS(=O)(=O)c3cccc4ccccc34)CC2)nc2ccccc12	475.6180000000002	109.99999999999999	4	6	3	7	4.562000000000004	5
CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@@H]3N)nc12	385.90300000000025	93.68	3	7	3	5	3.9250000000000007	4
C[C@@H](NCc1cc(Br)cc2[nH]c(=O)c(=O)[nH]c12)P(O)(O)=O	378.119	135.28	2	4	5	4	0.5921999999999996	2
CC(C)(CO)Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C	292.463	40.46	1	2	2	3	4.548200000000004	1
CC(C)(CO)Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C	292.463	40.46	1	2	2	3	4.548200000000004	1
Nc1nc2ccc(Cl)cc2c2nc(nn12)-c1ccco1	285.694	82.24	4	6	1	1	2.7731000000000003	4
COc1ccc(cc1)-n1nc2c3CCCCCc3[nH]cc2c1=O	309.36899999999997	59.910000000000004	1	4	1	2	2.9429000000000007	4
COc1ccc(cc1)-n1nc2c3CCCCCc3[nH]cc2c1=O	309.36899999999997	59.910000000000004	1	4	1	2	2.9429000000000007	4
CCNC(=O)[C@H]1O[C@H]([C@@H](O)[C@@H]1O)n1cnc2c(N)nc(NCCc3ccc(CCC(O)=O)cc3)nc12	499.5280000000003	197.73999999999995	3	11	6	10	-0.16439999999999882	4
Clc1ccc(cc1)-n1[nH]c2c(cnc3ccccc23)c1=O	295.72900000000004	50.68	4	3	1	1	3.5204000000000013	4
Cc1nc(Cn2cnc3n(C)c(=O)n(C)c(=O)c23)no1	276.256	100.74000000000001	3	9		2	-0.8265799999999994	3
Cc1nc2ccc(cc2[nH]1)-n1ncc(C(=O)c2cc3ccccc3[nH]2)c1N	356.389	105.38	5	5	3	3	3.35152	5
Cc1nc2ccc(cc2[nH]1)-n1ncc(C(=O)c2cc3ccccc3[nH]2)c1N	356.389	105.38	5	5	3	3	3.35152	5
Cc1cc(ccc1NC(=O)c1ccnn1C)\N=N\c1ccccc1C	333.39500000000004	71.64	3	5	1	4	4.704640000000003	3
CS(=O)(=O)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1	377.43000000000023	127.43	2	9	1	3	-0.3254999999999997	4
CS(=O)(=O)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1	377.43000000000023	127.43	2	9	1	3	-0.3254999999999997	4
CC(C)(C)c1cc(cc(c1)C(C)(C)C)C(=O)\C=C\c1ccc(cc1)C(O)=O	364.48500000000007	54.37	2	2	1	4	5.875900000000006	2
CC(C)(C)c1cc(cc(c1)C(C)(C)C)C(=O)\C=C\c1ccc(cc1)C(O)=O	364.48500000000007	54.37	2	2	1	4	5.875900000000006	2
OC(=O)C(\C#N)=C\c1ccc(O)cc1	189.17000000000002	81.32	1	3	2	2	1.38378	1
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	392.5800000000002	77.76		3	3	4	4.477900000000004	4
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	392.5800000000002	77.76		3	3	4	4.477900000000004	4
OC(=O)C1(CC1)c1ccc(c(F)c1)-c1ccc(Cl)c(Cl)c1	325.16600000000005	37.3	2	1	1	3	4.915700000000002	3
COc1cc(ccc1\N=N\c1ccc2c(cc(c(N)c2c1O)S(O)(=O)=O)S(O)(=O)=O)-c1ccc(\N=N\c2ccc3c(cc(c(N)c3c2O)S(O)(=O)=O)S(O)(=O)=O)c(OC)c1	904.892	377.88	6	18	8	11	6.070400000000006	6
Nc1ccc(F)cc1NC(=O)c1ccc(CNC(=O)\C=C\c2cccnc2)cc1	390.41800000000006	97.11	3	4	3	6	3.384800000000002	3
Oc1c(I)cc(c2cccnc12)S(O)(=O)=O	351.1210000000001	87.49000000000001	2	4	2	1	1.7917	2
Clc1ccc2[nH]c(=O)c(-c3nc4ccccc4[nH]3)c(N[C@@H]3CN4CCC3CC4)c2c1	419.9160000000002	76.80999999999999	4	4	3	3	4.230900000000002	7
Nc1nc(NCCNc2ncc(c(n2)-c2ccc(Cl)cc2Cl)-n2ccnc2)ccc1[N+]([O-])=O	486.3230000000002	149.71	4	10	3	8	4.045500000000001	4
Cc1c[nH]c(n1)-c1cnc(NCCNc2ccc(cn2)C#N)nc1-c1ccc(Cl)cc1Cl	465.3480000000002	115.2	4	7	3	7	4.939600000000002	4
Cc1c[nH]c(n1)-c1cnc(NCCNc2ccc(cn2)C#N)nc1-c1ccc(Cl)cc1Cl	465.3480000000002	115.2	4	7	3	7	4.939600000000002	4
OCC(O)[C@H]1O[C@@H]2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl	309.529	88.38000000000001		6	3	2	-0.46289999999999937	2
OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl	304.217	40.54	1	2	1	9	3.377900000000002	1
Cc1ccc(cc1)S(=O)(=O)NCl	205.666	46.17	1	2	1	2	1.42712	1
OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+]([O-])=O	323.13200000000006	112.70000000000002	1	5	3	6	0.909	1
OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+]([O-])=O	323.13200000000006	112.70000000000002	1	5	3	6	0.909	1
CCCCCCCCCCCCCCCC(=O)OC[C@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+]([O-])=O	561.5470000000001	118.77000000000001	1	6	2	21	6.941200000000008	1
O[C@@H]([C@@H](COC(=O)CCC(O)=O)NC(=O)C(Cl)Cl)c1ccc(cc1)[N+]([O-])=O	423.2050000000001	156.07	1	7	3	10	1.3247000000000002	1
Nc1ncnc(Nc2ccc(Cl)cc2)n1	221.651	76.72	2	5	2	2	1.8508	2
CN1CCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1	300.833	6.48	2	2		3	3.6768000000000027	3
Clc1ccc(OS(=O)(=O)c2ccc(Cl)cc2)cc1	303.166	43.370000000000005	2	3		3	3.7611000000000026	2
Clc1ccc(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)Nc2ccc(Cl)cc2)cc1	505.4580000000001	167.58	2	4	10	9	4.175280000000002	2
Oc1ccc(Cl)c2CCCc12	168.62299999999996	20.23	1	1	1		2.534300000000001	2
Clc1ccc(cc1)C1C(=O)c2ccccc2C1=O	256.688	34.14	2	2		1	3.5028000000000015	3
C[N+](C)(C)CC[N+]1(C)Cc2c(C1)c(Cl)c(Cl)c(Cl)c2Cl	358.1400000000001		1			3	4.466600000000005	2
CC(=O)O[C@@]1(CCC2C3C=C(Cl)C4=CC(=O)CC[C@]4(C)C3CC[C@]12C)C(C)=O	404.93400000000025	60.440000000000005		4		2	4.751700000000005	4
CN1C(c2ccc(Cl)cc2)S(=O)(=O)CCC1=O	273.741	54.45	1	3		1	1.6155	2
CN1C(c2ccc(Cl)cc2)S(=O)(=O)CCC1=O	273.741	54.45	1	3		1	1.6155	2
CN1C(c2ccc(Cl)cc2)S(=O)(=O)CCC1=O	273.741	54.45	1	3		1	1.6155	2
Cc1nc2ccccc2n1Cc1ccc(Cl)cc1	256.73599999999993	17.82	3	2		2	4.046420000000003	3
CC(C)(O)C(Cl)(Cl)Cl	177.458	20.23		1	1		2.127500000000001	
CC(C)(O)C(Cl)(Cl)Cl	177.458	20.23		1	1		2.127500000000001	
Cc1cc(O)ccc1Cl	142.58499999999998	20.23	1	1	1		2.3540200000000002	1
Cc1cc(O)ccc1Cl	142.58499999999998	20.23	1	1	1		2.3540200000000002	1
Cc1cc(O)ccc1Cl	142.58499999999998	20.23	1	1	1		2.3540200000000002	1
O[C@@H]1C[C@](O)(C[C@@H](OC(=O)\C=C\c2ccc(O)c(O)c2)[C@@H]1O)C(O)=O	354.31100000000004	164.75	1	8	6	4	-0.6459000000000004	2
O[C@@H]1C[C@](O)(C[C@@H](OC(=O)\C=C\c2ccc(O)c(O)c2)[C@@H]1O)C(O)=O	354.31100000000004	164.75	1	8	6	4	-0.6459000000000004	2
CCc1c(C)c2=Cc3c(C=C)c(C)c4C=c5c(C)c(CCC(O)=O)c6=C7C(C(O)=O)C(=O)c8c(C)c9C=c1n2[Cu](n34)(n9c78)n56	638.1830000000002	111.39000000000001	4	7	2	6	1.491880000000001	9
CCc1c(C)c2cc3[nH]c(cc4nc([C@@H](CCC(O)=O)[C@@H]4C)c(CC(O)=O)c4nc(cc1[nH]2)c(C)c4C(O)=O)c(C)c3C=C	596.6840000000002	169.26	3	5	5	8	6.531540000000005	5
CCC1=C(C)\C2=C\c3c(C=C)c(C)c4\C=C5/N=C(C(CCC(O)=O)C5C)/C(CC(O)=O)=c5/c(C(O)=O)c(C)/c(=C/C1=N/2)n5[Cu]n34	658.2140000000002	146.48000000000002	2	7	3	8	4.424240000000004	6
CCN(CC)CCOC(=O)c1ccc(N)cc1Cl	270.76	55.56	1	4	1	6	2.4208	1
CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1	289.81	19.37	2	3		6	3.3032000000000012	2
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12	319.88000000000005	28.16	2	3	1	8	4.810600000000004	2
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12	319.88000000000005	28.16	2	3	1	8	4.810600000000004	2
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12	319.88000000000005	28.16	2	3	1	8	4.810600000000004	2
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O	295.72900000000004	118.69	1	5	2	1	-0.0608999999999999	2
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O	295.72900000000004	118.69	1	5	2	1	-0.0608999999999999	2
CC(C)c1cc(Cl)c(C)cc1O	184.666	20.23	1	1	1	1	3.4774200000000026	1
COc1ccc(cc1)C(Cl)=C(c1ccc(OC)cc1)c1ccc(OC)cc1	380.8710000000001	27.69	3	3		6	5.867800000000005	3
Oc1c(Cl)cc(Cl)c2cccnc12	214.051	33.120000000000005	2	2	1		3.2472000000000003	2
Oc1c(Cl)cc(Cl)c2cccnc12	214.051	33.120000000000005	2	2	1		3.2472000000000003	2
Oc1c(Cl)cc(Cl)c2cccnc12	214.051	33.120000000000005	2	2	1		3.2472000000000003	2
Oc1ccnc2cc(Cl)ccc12	179.606	33.120000000000005	2	2	1		2.5938000000000008	2
Cc1cc(O)cc(C)c1Cl	156.61199999999997	20.23	1	1	1		2.662440000000001	1
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1	274.795	16.130000000000003	2	2		5	3.8186000000000027	2
OCC(O)COc1ccc(Cl)cc1	202.63700000000003	49.69	1	3	2	4	1.072	1
OCC(O)COc1ccc(Cl)cc1	202.63700000000003	49.69	1	3	2	4	1.072	1
NC(=O)OCC(O)COc1ccc(Cl)cc1	245.662	81.78000000000002	1	4	2	5	1.1750000000000003	1
CC(C)NC(=N)NC(=N)Nc1ccc(Cl)c(Cl)c1	288.182	83.79	1	2	5	2	2.8624399999999994	1
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc12	318.8730000000001	6.48	2	3		4	4.894400000000004	3
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc12	318.8730000000001	6.48	2	3		4	4.894400000000004	3
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc12	318.8730000000001	6.48	2	3		4	4.894400000000004	3
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1	276.745	75.27000000000001	1	3	2	4	1.7379	1
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1	276.745	75.27000000000001	1	3	2	4	1.7379	1
CC(C)OC(=O)Nc1cccc(Cl)c1	213.66400000000002	38.33	1	2	1	2	3.2969000000000017	1
CN(C)CC\C=C1\c2ccccc2Sc2ccc(Cl)cc12	315.869	3.24	2	2		3	5.188000000000004	3
CN(C)CC\C=C1\c2ccccc2Sc2ccc(Cl)cc12	315.869	3.24	2	2		3	5.188000000000004	3
CN(C)CC\C=C1\c2ccccc2Sc2ccc(Cl)cc12	315.869	3.24	2	2		3	5.188000000000004	3
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl	350.591	40.58	1	5		6	4.718100000000002	1
Cc1ccc2c(Cl)cc(Cl)c(O)c2n1	228.078	33.120000000000005	2	2	1		3.5556200000000016	2
Cc1ccc2c(Cl)cc(Cl)c(O)c2n1	228.078	33.120000000000005	2	2	1		3.5556200000000016	2
CN(C)[C@H]1[C@@H]2C[C@H]3C(C(=O)c4c(O)ccc(Cl)c4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O	478.8850000000003	175.3	1	9	4	2	-0.8145999999999993	4
CN(C)[C@H]1[C@@H]2C[C@H]3C(C(=O)c4c(O)ccc(Cl)c4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O	478.8850000000003	175.3	1	9	4	2	-0.8145999999999993	4
CN(C)[C@H]1[C@@H]2C[C@H]3C(C(=O)c4c(O)ccc(Cl)c4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O	478.8850000000003	175.3	1	9	4	2	-0.8145999999999993	4
NS(=O)(=O)c1cc(ccc1Cl)C1(O)NC(=O)c2ccccc12	338.7720000000001	109.49000000000001	2	4	3	2	0.9242000000000007	3
Clc1ccc2oc(=O)[nH]c2c1	169.567	46.0	2	2	1		1.7744999999999997	2
Clc1ccc2oc(=O)[nH]c2c1	169.567	46.0	2	2	1		1.7744999999999997	2
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C	384.64800000000014	20.23		1	1	6	7.6190000000000095	3
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C	384.64800000000014	20.23		1	1	6	7.6190000000000095	3
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C	384.64800000000014	20.23		1	1	6	7.6190000000000095	3
CC(C)CCCC(C)[C@H]1CCC2C3CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@]12C	386.6640000000002	20.23		1	1	5	7.388700000000009	4
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	408.5790000000002	97.99000000000001		4	4	4	3.4487000000000023	4
C[N+](C)(C)CCO	104.17299999999999	20.23		1	1	2	-0.3150999999999999	
C[N+](C)(C)CCO	104.17299999999999	20.23		1	1	2	-0.3150999999999999	
C[N+](C)(C)CCOP(O)(=O)OC[C@H](O)CO	258.23099999999994	96.22000000000001		5	3	8	-0.8206000000000004	
NC(C(O)=O)c1cc(O)ccc1Cl	201.60899999999998	83.55	1	3	3	2	1.1300000000000001	1
CCCNc1ccc2ncc(-c3ccc4[nH]ncc4c3)n2n1	292.346	70.9	4	5	2	4	3.0945	4
CCCNc1ccc2ncc(-c3ccc4[nH]ncc4c3)n2n1	292.346	70.9	4	5	2	4	3.0945	4
CCS(=O)(=O)N(C)[C@@H]1[C@@H](O)C(C)(C)Oc2ccc(cc12)C#N.CCS(=O)(=O)N(C)[C@H]1[C@H](O)C(C)(C)Oc2ccc(cc12)C#N	648.8040000000001	181.25999999999996	2	10	2	6	2.825560000000001	4
CCS(=O)(=O)N(C)[C@@H]1[C@@H](O)C(C)(C)Oc2ccc(cc12)C#N	324.4020000000001	90.63	1	5	1	3	1.41278	2
OC(=O)c1cc(=O)c2ccccc2o1	190.154	67.50999999999999	2	3	1	1	1.4911999999999999	2
OC(=O)c1cc(=O)c2ccccc2o1	190.154	67.50999999999999	2	3	1	1	1.4911999999999999	2
Oc1cc(O)c2c(c1)oc(cc2=O)-c1ccccc1	254.24099999999999	70.67	3	4	2	1	2.871200000000001	3
Cc1cc(O)c2C(=O)c3c(O)cccc3C(=O)c2c1	254.24099999999999	74.6	2	4	2		2.1816199999999997	3
Cc1nc(C)c(C)nc1C	136.19799999999998	25.78	1	2			1.7102799999999998	1
O(c1ccccc1)c1cccnc1	171.199	22.12	2	2		2	2.873900000000001	2
CCNC(C)CN1CCc2c(C1)c(=O)oc1ccccc21	286.375	45.480000000000004	2	4	1	4	2.1491	3
OC(=O)C1=CCCN(CCOC(c2ccc(cc2)C(F)(F)F)c2ccc(cc2)C(F)(F)F)C1	473.4130000000001	49.769999999999996	2	3	1	7	5.546900000000004	3
OC(=O)C1=CCCN(CCOC(c2ccc(cc2)C(F)(F)F)c2ccc(cc2)C(F)(F)F)C1	473.4130000000001	49.769999999999996	2	3	1	7	5.546900000000004	3
CCCCCCCCCCC(C)(C)C(=O)Nc1c(OC)cc(OC)cc1OC	393.56800000000015	56.790000000000006	1	4	1	14	6.207900000000006	1
CCCCCCCCCCC(C)(C)C(=O)Nc1c(OC)cc(OC)cc1OC	393.56800000000015	56.790000000000006	1	4	1	14	6.207900000000006	1
[Zn]1n2c3\N=C4/N=C(c5ccccc45)/N=c4\n1\c(=N/C1=N/C(c5ccccc15)=N\c2c1ccccc31)c1ccccc41	577.9260000000003	84.02	6	8			4.848300000000004	10
O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1	290.271	110.38000000000001	2	6	5	1	1.5460999999999996	3
C1C(=C2NCCN2)C1(c1ccccc1)c1ccccc1	262.35600000000005	24.06	2	2	2	2	2.780800000000001	4
CC(C)C(=O)OCC(=O)[C@@]12O[C@@H](O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]21C)C1CCCCC1	540.6970000000002	99.13000000000001		7	1	5	4.703900000000004	6
Cc1cc(C2CCCCC2)n(O)c(=O)c1	207.273	42.230000000000004	1	3	1	1	2.4417199999999992	2
Cc1cc(C2CCCCC2)n(O)c(=O)c1	207.273	42.230000000000004	1	3	1	1	2.4417199999999992	2
Cc1cc(C2CCCCC2)n(O)c(=O)c1	207.273	42.230000000000004	1	3	1	1	2.4417199999999992	2
Cc1cc(C2CCCCC2)n(O)c(=O)c1	207.273	42.230000000000004	1	3	1	1	2.4417199999999992	2
Cc1cc(C2CCCCC2)n(O)c(=O)c1	207.273	42.230000000000004	1	3	1	1	2.4417199999999992	2
Cc1cc(C2CCCCC2)n(O)c(=O)c1	207.273	42.230000000000004	1	3	1	1	2.4417199999999992	2
CC(C(O)=O)c1ccc-2c(Cc3ccccc-23)c1	238.28599999999997	37.3	2	1	1	2	3.4459000000000017	3
Cc1ccc(cc1)-c1[nH]nc2C(=O)N(C(c12)c1cccc(O)c1)c1ccc(cc1)C(O)=O	425.44400000000013	106.52000000000001	4	4	3	4	4.538720000000003	5
Clc1cccc(c1)-c1ccc(o1)C(=O)Nc1ccc(CN2CCOCC2)cc1	396.87400000000025	54.71000000000001	3	4	1	5	4.684500000000004	4
COC(=O)c1cnn(c1\C=N\N=C(/S)NC(C)(C)C)-c1ccc(F)cc1F	395.4350000000002	80.87	2	6	2	4	2.9449000000000014	2
O=C1c2ccccc2C(NC2CCCCC2)\C1=C/c1ccccc1	317.4319999999999	29.1	2	2	1	3	4.929900000000004	4
Nc1ccn(C[C@@H](CO)OCP(O)(O)=O)c(=O)n1	279.18899999999996	147.89999999999998	1	7	4	6	-1.6618000000000002	1
Nc1ccn(C[C@@H](CO)OCP(O)(O)=O)c(=O)n1	279.18899999999996	147.89999999999998	1	7	4	6	-1.6618000000000002	1
CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1	333.4530000000002	55.4	1	4	1	5	3.9299000000000026	3
CC1(C)C[C@@H]1C(=O)N\C(C(O)=O)=C/CCCCSC[C@H](N)C(O)=O	358.46000000000004	129.72		5	4	11	1.4326000000000003	1
CC1(C)C[C@@H]1C(=O)N\C(C(O)=O)=C/CCCCSC[C@H](N)C(O)=O	358.46000000000004	129.72		5	4	11	1.4326000000000003	1
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](N2C1=O)C(O)=O	417.5060000000003	99.18	1	6	2	8	1.5955	3
CC(C)[C@@H]1N(C)C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CCCNC(N)=N)NC1=O	588.6660000000002	235.91	1	7	8	9	-1.9657299999999918	2
COCCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC\C=C\c1ccccc1	492.52800000000025	116.99999999999999	2	8	1	10	4.275800000000004	3
COCCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC\C=C\c1ccccc1	492.52800000000025	116.99999999999999	2	8	1	10	4.275800000000004	3
COCCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC\C=C\c1ccccc1	492.52800000000025	116.99999999999999	2	8	1	10	4.275800000000004	3
COCCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC\C=C\c1ccccc1	492.52800000000025	116.99999999999999	2	8	1	10	4.275800000000004	3
COc1ccc(cc1OC1CCCC1)C1(CCC(CC1)C(O)=O)C#N	343.42300000000006	79.55	1	4	1	5	4.052780000000003	3
CN(C1CCCCC1)C(=O)CCCOc1ccc2[nH]c(=O)ccc2c1	342.439	62.4	2	3	1	6	3.478200000000002	3
CN(C1CCCCC1)C(=O)CCCOc1ccc2[nH]c(=O)ccc2c1	342.439	62.4	2	3	1	6	3.478200000000002	3
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1	369.4690000000002	81.93	2	6	1	7	3.4647000000000014	4
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1	369.4690000000002	81.93	2	6	1	7	3.4647000000000014	4
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1	369.4690000000002	81.93	2	6	1	7	3.4647000000000014	4
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1	369.4690000000002	81.93	2	6	1	7	3.4647000000000014	4
Cc1cc(NC(=O)C(N2CCCc3ccccc23)c2ccccc2)no1	347.418	58.370000000000005	3	4	1	4	4.1156200000000025	4
CC(C)NCC(O)c1ccc(N)c(c1)C#N	219.28799999999998	82.07	1	4	3	4	1.17188	1
CN\C(NCCSCc1nc[nH]c1C)=N/C#N	252.347	88.88999999999999	1	4	3	5	0.5974000000000002	1
CN\C(NCCSCc1nc[nH]c1C)=N/C#N	252.347	88.88999999999999	1	4	3	5	0.5974000000000002	1
CN\C(NCCSCc1nc[nH]c1C)=N/C#N	252.347	88.88999999999999	1	4	3	5	0.5974000000000002	1
CN\C(NCCSCc1nc[nH]c1C)=N/C#N	252.347	88.88999999999999	1	4	3	5	0.5974000000000002	1
C[N+]1(CC2CC2)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)c1ccccc1	358.4580000000001	59.06	1	4	1	6	1.8428999999999993	5
C[C@@H](NCCCc1cccc(c1)C(F)(F)F)c1cccc2ccccc12	357.41900000000004	12.03	3	1	1	6	6.142000000000005	3
OC(=O)CCCCN(CCc1ccccc1OCc1ccc(CCc2ccccc2)cc1)Cc1ccc(cc1)C(O)=O	565.7100000000004	87.07	4	4	2	17	7.048600000000008	4
CCC(CC)(CC(=O)Nc1cccc(\C=C\c2nc(cs2)C2CCC2)c1)C(O)=O	412.5550000000002	79.28999999999999	2	4	2	9	5.8006000000000055	3
CCC(CC)(CC(=O)Nc1cccc(\C=C\c2nc(cs2)C2CCC2)c1)C(O)=O	412.5550000000002	79.28999999999999	2	4	2	9	5.8006000000000055	3
CCC(CC)(CC(=O)Nc1cccc(\C=C\c2nc(cs2)C2CCC2)c1)C(O)=O	412.5550000000002	79.28999999999999	2	4	2	9	5.8006000000000055	3
